ticker,name,adress
06N,06MAGNA,https://www.biznesradar.pl/notowania/06N
08N,08OCTAVA,https://www.biznesradar.pl/notowania/OCTAVA
11B,11BIT,https://www.biznesradar.pl/notowania/11-BIT-STUDIOS
1AT,ATAL,https://www.biznesradar.pl/notowania/ATAL
3RG,3RGAMES,https://www.biznesradar.pl/notowania/3RG
4MS,4MASS,https://www.biznesradar.pl/notowania/4MS
AAT,ALTA,https://www.biznesradar.pl/notowania/AAT
ABE,ABPL,https://www.biznesradar.pl/notowania/ABE
ABS,ASSECOBS,https://www.biznesradar.pl/notowania/ASSECO-BUSINESS-SOLUTIONS
ACG,ACAUTOGAZ,https://www.biznesradar.pl/notowania/ACG
ACP,ASSECOPOL,https://www.biznesradar.pl/notowania/ASSECO-POLAND
ACT,ACTION,https://www.biznesradar.pl/notowania/ACTION
ADV,ADIUVO,https://www.biznesradar.pl/notowania/ADIUVO-INVESTMENT
AGO,AGORA,https://www.biznesradar.pl/notowania/AGORA
AGT,AGROTON,https://www.biznesradar.pl/notowania/AGROTON
ALE,ALLEGRO,https://www.biznesradar.pl/notowania/ALE
ALG,AIGAMES,https://www.biznesradar.pl/notowania/ALG
ALI,ALTUS,https://www.biznesradar.pl/notowania/ALTUS
ALL,AILLERON,https://www.biznesradar.pl/notowania/ALL
ALR,ALIOR,https://www.biznesradar.pl/notowania/ALIOR-BANK
AMB,AMBRA,https://www.biznesradar.pl/notowania/AMBRA
AMC,AMICA,https://www.biznesradar.pl/notowania/AMICA
ANR,ANSWEAR,https://www.biznesradar.pl/notowania/ANR
APE,APSENERGY,https://www.biznesradar.pl/notowania/APS-ENERGIA
APL,AMPLI,https://www.biznesradar.pl/notowania/APL
APN,APLISENS,https://www.biznesradar.pl/notowania/APLISENS
APR,AUTOPARTN,https://www.biznesradar.pl/notowania/APR
APT,APATOR,https://www.biznesradar.pl/notowania/APATOR
ARH,ARCHICOM,https://www.biznesradar.pl/notowania/ARH
ARL,ARLEN,https://www.biznesradar.pl/notowania/ARL
ART,ARTIFEX,https://www.biznesradar.pl/notowania/ARTIFEX
ASB,ASBIS,https://www.biznesradar.pl/notowania/ASBISC
ASE,ASSECOSEE,https://www.biznesradar.pl/notowania/ASSECO-SOUTH-EASTERN-EUROPE
AST,ASTARTA,https://www.biznesradar.pl/notowania/ASTARTA
ATC,ARCTIC,https://www.biznesradar.pl/notowania/ARCTIC-PAPER
ATD,ATENDE,https://www.biznesradar.pl/notowania/ATENDE
ATG,ATMGRUPA,https://www.biznesradar.pl/notowania/ATM-GRUPA
ATP,ATLANTAPL,https://www.biznesradar.pl/notowania/ATLANTA-POLAND
ATR,ATREM,https://www.biznesradar.pl/notowania/ATREM
ATS,ATLANTIS,https://www.biznesradar.pl/notowania/ATS
ATT,GRUPAAZOTY,https://www.biznesradar.pl/notowania/ATT
AWM,AIRWAY,https://www.biznesradar.pl/notowania/AIRWAY-MEDIX
B24,BRAND24,https://www.biznesradar.pl/notowania/B24
BBD,BBIDEV,https://www.biznesradar.pl/notowania/BBI-DEVELOPMENT
BBT,BOOMBIT,https://www.biznesradar.pl/notowania/BBT
BCM,BETACOM,https://www.biznesradar.pl/notowania/BETACOM
BCS,BIGCHEESE,https://www.biznesradar.pl/notowania/BCS
BCX,BIOCELTIX,https://www.biznesradar.pl/notowania/BCX
BDX,BUDIMEX,https://www.biznesradar.pl/notowania/BUDIMEX
BFT,BENEFIT,https://www.biznesradar.pl/notowania/BENEFIT-SYSTEMS
BHW,HANDLOWY,https://www.biznesradar.pl/notowania/BANK-HANDLOWY
BIO,BIOTON,https://www.biznesradar.pl/notowania/BIOTON
BIP,BIOPLANET,https://www.biznesradar.pl/notowania/BIO-PLANET
BLO,BLOOBER,https://www.biznesradar.pl/notowania/BLOOBER-TEAM
BMC,BUMECH,https://www.biznesradar.pl/notowania/BUMECH
BMX,BIOMAXIMA,https://www.biznesradar.pl/notowania/BIOMAXIMA
BNP,BNPPPL,https://www.biznesradar.pl/notowania/BNP
BOS,BOS,https://www.biznesradar.pl/notowania/BANK-OCHRONY-SRODOWISKA
BOW,BOWIM,https://www.biznesradar.pl/notowania/BOWIM
BRS,BORYSZEW,https://www.biznesradar.pl/notowania/BORYSZEW
BST,BEST,https://www.biznesradar.pl/notowania/BEST
CAP,CAPITEA,https://www.biznesradar.pl/notowania/CAP
CAR,INTERCARS,https://www.biznesradar.pl/notowania/INTER-CARS
CAV,CAVATINA,https://www.biznesradar.pl/notowania/CAV
CBF,CYBERFLKS,https://www.biznesradar.pl/notowania/CBF
CCC,CCC,https://www.biznesradar.pl/notowania/CCC
CCE,CCENERGY,https://www.biznesradar.pl/notowania/CLEAN-CARBON-ENERGY
CDL,CDRL,https://www.biznesradar.pl/notowania/CDL
CDR,CDPROJEKT,https://www.biznesradar.pl/notowania/CD-PROJEKT
CEZ,CEZ,https://www.biznesradar.pl/notowania/CEZ
CIG,CIGAMES,https://www.biznesradar.pl/notowania/CI-GAMES
CLC,COLUMBUS,https://www.biznesradar.pl/notowania/COLUMBUS-CAPITAL
CLD,CLOUD,https://www.biznesradar.pl/notowania/CLOUD-TECHNOLOGIES
CLE,COALENERG,https://www.biznesradar.pl/notowania/COAL-ENERGY
CLN,CLNPHARMA,https://www.biznesradar.pl/notowania/CLNPHARMA
CMP,COMP,https://www.biznesradar.pl/notowania/COMP
COG,COGNOR,https://www.biznesradar.pl/notowania/COGNOR
CPA,CAPITAL,https://www.biznesradar.pl/notowania/CAPITAL-PARTNERS
CPD,CELTIC,https://www.biznesradar.pl/notowania/CPD
CPI,CPIEUROPE,https://www.biznesradar.pl/notowania/CPI
CPL,COMPERIA,https://www.biznesradar.pl/notowania/COMPERIA-PL
CPR,COMPREMUM,https://www.biznesradar.pl/notowania/CPR
CPS,CYFRPLSAT,https://www.biznesradar.pl/notowania/CYFROWY-POLSAT
CRI,CREOTECH,https://www.biznesradar.pl/notowania/CRI
CRJ,CREEPYJAR,https://www.biznesradar.pl/notowania/CRJ
CRM,CORMAY,https://www.biznesradar.pl/notowania/CORMAY
CSR,CASPAR,https://www.biznesradar.pl/notowania/CASPAR-ASSET-MANAGEMENT
CTS,CITYSERV,https://www.biznesradar.pl/notowania/CTS
CTX,CAPTORTX,https://www.biznesradar.pl/notowania/CTX
CZT,CZTOREBKA,https://www.biznesradar.pl/notowania/CZERWONA-TOREBKA
DAD,DADELO,https://www.biznesradar.pl/notowania/DAD
DAT,DATAWALK,https://www.biznesradar.pl/notowania/DAT
DBC,DEBICA,https://www.biznesradar.pl/notowania/DEBICA
DBE,DBENERGY,https://www.biznesradar.pl/notowania/DBE
DCR,DECORA,https://www.biznesradar.pl/notowania/DECORA
DEK,DEKPOL,https://www.biznesradar.pl/notowania/DEKPOL
DEL,DELKO,https://www.biznesradar.pl/notowania/DELKO
DGA,DGA,https://www.biznesradar.pl/notowania/DGA
DGE,DRAGOENT,https://www.biznesradar.pl/notowania/DGE
DIA,DIAG,https://www.biznesradar.pl/notowania/DIA
DIG,DIGITANET,https://www.biznesradar.pl/notowania/DIG
DMG,DMGROUP,https://www.biznesradar.pl/notowania/DMG
DNP,DINOPL,https://www.biznesradar.pl/notowania/DNP
DOM,DOMDEV,https://www.biznesradar.pl/notowania/DOM-DEVELOPMENT
DTR,DIGITREE,https://www.biznesradar.pl/notowania/DTR
DVL,DEVELIA,https://www.biznesradar.pl/notowania/DVL
EAH,ESOTIQ,https://www.biznesradar.pl/notowania/ESOTIQ-HENDERSON
EAT,AMREST,https://www.biznesradar.pl/notowania/EAT
ECB,ECBSA,https://www.biznesradar.pl/notowania/ELEKTROCIEPLOWNIA-BEDZIN
ECH,ECHO,https://www.biznesradar.pl/notowania/ECHO-INVESTMENT
EDI,EDINVEST,https://www.biznesradar.pl/notowania/ED-INVEST
EFK,EFEKT,https://www.biznesradar.pl/notowania/EFEKT
EHG,EUROHOLD,https://www.biznesradar.pl/notowania/EUROHOLD-BULGARIA
EKP,ELKOP,https://www.biznesradar.pl/notowania/EKP
ELT,ELEKTROTI,https://www.biznesradar.pl/notowania/ELEKTROTIM
ENA,ENEA,https://www.biznesradar.pl/notowania/ENA
ENE,ENELMED,https://www.biznesradar.pl/notowania/ENEL-MED
ENG,ENERGA,https://www.biznesradar.pl/notowania/ENERGA
ENI,ENERGOINS,https://www.biznesradar.pl/notowania/ENERGOINSTAL
ENP,ENAP,https://www.biznesradar.pl/notowania/ENERGOAPARATURA
ENT,ENTER,https://www.biznesradar.pl/notowania/ENT
EQU,EQUNICO,https://www.biznesradar.pl/notowania/EQU
ERB,ERBUD,https://www.biznesradar.pl/notowania/ERBUD
ERG,ERG,https://www.biznesradar.pl/notowania/ERG
ETL,EUROTEL,https://www.biznesradar.pl/notowania/EUROTEL
EUC,EUCO,https://www.biznesradar.pl/notowania/EUROPEJSKIE-CENTRUM-ODSZKODOWAN
EUR,EUROCASH,https://www.biznesradar.pl/notowania/EUROCASH
FAB,FABRITY,https://www.biznesradar.pl/notowania/FAB
FEE,FEERUM,https://www.biznesradar.pl/notowania/FEERUM
FMG,FMG,https://www.biznesradar.pl/notowania/FMG
FRO,FERRO,https://www.biznesradar.pl/notowania/FERRO
FSG,FASING,https://www.biznesradar.pl/notowania/FASING
FTE,FORTE,https://www.biznesradar.pl/notowania/FORTE
GEA,GRENEVIA,https://www.biznesradar.pl/notowania/GRENEVIA
GIF,GAMFACTOR,https://www.biznesradar.pl/notowania/GIF
GIG,GIGROUP,https://www.biznesradar.pl/notowania/GIG
GKI,IMMOBILE,https://www.biznesradar.pl/notowania/GKI
GMT,GENOMTEC,https://www.biznesradar.pl/notowania/GMT
GOB,GOBARTO,https://www.biznesradar.pl/notowania/GOBARTO
GOP,GAMEOPS,https://www.biznesradar.pl/notowania/GOP
GPP,GRUPRACUJ,https://www.biznesradar.pl/notowania/GPP
GPW,GPW,https://www.biznesradar.pl/notowania/GPW
GRN,GRODNO,https://www.biznesradar.pl/notowania/GRODNO
GRX,GREENX,https://www.biznesradar.pl/notowania/GRX
GTC,GTC,https://www.biznesradar.pl/notowania/GTC
GTN,GETIN,https://www.biznesradar.pl/notowania/GETIN-HOLDING
HDR,HYDROTOR,https://www.biznesradar.pl/notowania/HYDROTOR
HEL,HELIO,https://www.biznesradar.pl/notowania/HELIO
HRP,HARPER,https://www.biznesradar.pl/notowania/HARPER-HYGIENICS
HRS,HERKULES,https://www.biznesradar.pl/notowania/HERKULES
HUG,HUUUGE,https://www.biznesradar.pl/notowania/HUG
IBS,IBSM,https://www.biznesradar.pl/notowania/IBSM
ICE,MEDINICE,https://www.biznesradar.pl/notowania/ICE
IFI,IFIRMA,https://www.biznesradar.pl/notowania/IFI
IMC,IMCOMPANY,https://www.biznesradar.pl/notowania/INDUSTRIAL-MILK-COMPANY
IMP,IMPERIO,https://www.biznesradar.pl/notowania/IMP
IMS,IMS,https://www.biznesradar.pl/notowania/IMS
INC,INC,https://www.biznesradar.pl/notowania/INC
ING,INGBSK,https://www.biznesradar.pl/notowania/ING-BANK-SLASKI
INK,INSTALKRK,https://www.biznesradar.pl/notowania/INSTAL-KRAKOW
INL,INTROL,https://www.biznesradar.pl/notowania/INTROL
INP,INPRO,https://www.biznesradar.pl/notowania/INPRO
IPE,IPOPEMA,https://www.biznesradar.pl/notowania/IPOPEMA
IPO,INTERSPPL,https://www.biznesradar.pl/notowania/INTERSPPL
ITB,INTERBUD,https://www.biznesradar.pl/notowania/INTERBUD-LUBLIN
IZB,IZOBLOK,https://www.biznesradar.pl/notowania/IZOBLOK
IZO,IZOLACJA,https://www.biznesradar.pl/notowania/IZOLACJA-JAROCIN
IZS,IZOSTAL,https://www.biznesradar.pl/notowania/IZOSTAL
JRH,JRH,https://www.biznesradar.pl/notowania/JRH
JSW,JSW,https://www.biznesradar.pl/notowania/JSW-JASTRZEBSKA-SPOLKA-WEGLOWA
JWW,JWWINVEST,https://www.biznesradar.pl/notowania/JWW-INVEST
KCH,KRAKCHEM,https://www.biznesradar.pl/notowania/KRAKCHEMIA
KCI,KCI,https://www.biznesradar.pl/notowania/KCI
KER,KERNEL,https://www.biznesradar.pl/notowania/KERNEL
KGH,KGHM,https://www.biznesradar.pl/notowania/KGHM
KGL,KGL,https://www.biznesradar.pl/notowania/KGL
KGN,KOGENERA,https://www.biznesradar.pl/notowania/KOGENERACJA
KMP,KOMPAP,https://www.biznesradar.pl/notowania/KOMPAP
KOM,KOMPUTRON,https://www.biznesradar.pl/notowania/KOMPUTRONIK
KPD,KPPD,https://www.biznesradar.pl/notowania/KPD
KPL,KINOPOL,https://www.biznesradar.pl/notowania/KINO-POLSKA-TV
KRK,KRKA,https://www.biznesradar.pl/notowania/KRKA
KRU,KRUK,https://www.biznesradar.pl/notowania/KRUK
KSG,KSGAGRO,https://www.biznesradar.pl/notowania/KSG-AGRO
KTY,KETY,https://www.biznesradar.pl/notowania/KETY
KVT,KRVITAMIN,https://www.biznesradar.pl/notowania/KVT
LBT,LIBET,https://www.biznesradar.pl/notowania/LIBET
LBW,LUBAWA,https://www.biznesradar.pl/notowania/LUBAWA
LEN,LENA,https://www.biznesradar.pl/notowania/LENA-LIGHTING
LES,LESS,https://www.biznesradar.pl/notowania/LES
LKD,LOKUM,https://www.biznesradar.pl/notowania/LKD
LPP,LPP,https://www.biznesradar.pl/notowania/LPP
LRQ,LARQ,https://www.biznesradar.pl/notowania/LRQ
LSI,LSISOFT,https://www.biznesradar.pl/notowania/LSI-SOFTWARE
LTX,LENTEX,https://www.biznesradar.pl/notowania/LENTEX
LWB,BOGDANKA,https://www.biznesradar.pl/notowania/BOGDANKA
MAB,MABION,https://www.biznesradar.pl/notowania/MABION
MAK,MAKARONPL,https://www.biznesradar.pl/notowania/MAKARONY-POLSKIE
MBK,MBANK,https://www.biznesradar.pl/notowania/MBANK
MBR,MOBRUK,https://www.biznesradar.pl/notowania/MBR
MCI,MCI,https://www.biznesradar.pl/notowania/MCI
MCR,MERCOR,https://www.biznesradar.pl/notowania/MERCOR
MDG,MEDICALG,https://www.biznesradar.pl/notowania/MDG
MDI,MDIENERGIA,https://www.biznesradar.pl/notowania/MDI
MEX,MEXPOLSKA,https://www.biznesradar.pl/notowania/MEX-POLSKA
MFO,MFO,https://www.biznesradar.pl/notowania/MFO
MGT,MANGATA,https://www.biznesradar.pl/notowania/MGT
MIL,MILLENNIUM,https://www.biznesradar.pl/notowania/BANK-MILLENNIUM
MIR,MIRACULUM,https://www.biznesradar.pl/notowania/MIRACULUM
MLG,MLPGROUP,https://www.biznesradar.pl/notowania/MLP-GROUP
MLK,MILKILAND,https://www.biznesradar.pl/notowania/MLK
MLS,MLSYSTEM,https://www.biznesradar.pl/notowania/MLS
MNC,MENNICA,https://www.biznesradar.pl/notowania/MENNICA-POLSKA
MOC,MOLECURE,https://www.biznesradar.pl/notowania/MOC
MOL,MOL,https://www.biznesradar.pl/notowania/MOL-MAGYAR-OLAJ
MON,MONNARI,https://www.biznesradar.pl/notowania/MONNARI-TRADE
MOV,MOVIEGAMES,https://www.biznesradar.pl/notowania/MOV
MRB,MIRBUD,https://www.biznesradar.pl/notowania/MIRBUD
MRC,MERCATOR,https://www.biznesradar.pl/notowania/MERCATOR
MSP,MOSTALPLC,https://www.biznesradar.pl/notowania/MOSTOSTAL-PLOCK
MSW,MOSTALWAR,https://www.biznesradar.pl/notowania/MOSTOSTAL-WARSZAWA
MSZ,MOSTALZAB,https://www.biznesradar.pl/notowania/MOSTOSTAL-ZABRZE
MUR,MURAPOL,https://www.biznesradar.pl/notowania/MUR
MVP,MARVIPOL,https://www.biznesradar.pl/notowania/MVP
MWT,MWTRADE,https://www.biznesradar.pl/notowania/MW-TRADE
MXC,MAXCOM,https://www.biznesradar.pl/notowania/MXC
MZA,MUZA,https://www.biznesradar.pl/notowania/MUZA
NCL,NOCTILUCA,https://www.biznesradar.pl/notowania/NCL
NEU,NEUCA,https://www.biznesradar.pl/notowania/NEUCA
NNG,NANOGROUP,https://www.biznesradar.pl/notowania/NNG
NTC,NTCAPITAL,https://www.biznesradar.pl/notowania/NTC
NTT,NTTSYSTEM,https://www.biznesradar.pl/notowania/NTT
NTU,NOVATURAS,https://www.biznesradar.pl/notowania/NTU
NVA,PANOVA,https://www.biznesradar.pl/notowania/PANOVA
NVG,NOVAVISGR,https://www.biznesradar.pl/notowania/NVG
NVT,NOVITA,https://www.biznesradar.pl/notowania/NOVITA
NWG,NEWAG,https://www.biznesradar.pl/notowania/NEWAG
NXG,NEXITY,https://www.biznesradar.pl/notowania/NXG
OBL,ORZBIALY,https://www.biznesradar.pl/notowania/ORZEL-BIALY
ODL,ODLEWNIE,https://www.biznesradar.pl/notowania/ODLEWNIE-POLSKIE
OND,ONDE,https://www.biznesradar.pl/notowania/OND
ONO,ONESANO,https://www.biznesradar.pl/notowania/ONO
OPG,ORCOGROUP,https://www.biznesradar.pl/notowania/OPG
OPL,ORANGEPL,https://www.biznesradar.pl/notowania/ORANGE
OPM,OPTEAM,https://www.biznesradar.pl/notowania/OPTEAM
OPN,OPONEO.PL,https://www.biznesradar.pl/notowania/OPONEO-PL
OTM,OTMUCHOW,https://www.biznesradar.pl/notowania/OTMUCHOW
OTS,OTLOG,https://www.biznesradar.pl/notowania/OT-LOGISTICS
PAS,PASSUS,https://www.biznesradar.pl/notowania/PAS
PAT,PATENTUS,https://www.biznesradar.pl/notowania/PATENTUS
PBX,PEKABEX,https://www.biznesradar.pl/notowania/PEKABEX
PCE,POLICE,https://www.biznesradar.pl/notowania/POLICE
PCF,PCFGROUP,https://www.biznesradar.pl/notowania/PCF
PCO,PEPCO,https://www.biznesradar.pl/notowania/PCO
PCR,PCCROKITA,https://www.biznesradar.pl/notowania/ROKITA
PCX,PCCEXOL,https://www.biznesradar.pl/notowania/PCC-EXOL
PEN,PHOTON,https://www.biznesradar.pl/notowania/PHOTON
PEO,PEKAO,https://www.biznesradar.pl/notowania/PEKAO
PEP,PEP,https://www.biznesradar.pl/notowania/POLENERGIA
PGE,PGE,https://www.biznesradar.pl/notowania/PGE
PGM,PMPG,https://www.biznesradar.pl/notowania/PGM
PHN,PHN,https://www.biznesradar.pl/notowania/POLSKI-HOLDING-NIERUCHOMOSCI
PHR,PHARMENA,https://www.biznesradar.pl/notowania/PHARMENA
PJP,PJPMAKRUM,https://www.biznesradar.pl/notowania/PROJPRZEM
PKN,PKNORLEN,https://www.biznesradar.pl/notowania/ORLEN
PKO,PKOBP,https://www.biznesradar.pl/notowania/PKO
PKP,PKPCARGO,https://www.biznesradar.pl/notowania/PKPCARGO
PLW,PLAYWAY,https://www.biznesradar.pl/notowania/PLAYWAY
PLZ,PLAZACNTR,https://www.biznesradar.pl/notowania/PLAZACNTR
PMP,PAMAPOL,https://www.biznesradar.pl/notowania/PAMAPOL
PPS,PEPEES,https://www.biznesradar.pl/notowania/PEPEES
PRI,PRAGMAINK,https://www.biznesradar.pl/notowania/PRI
PRM,PROCHEM,https://www.biznesradar.pl/notowania/PROCHEM
PTG,POLTREG,https://www.biznesradar.pl/notowania/PTG
PTW,PTWP,https://www.biznesradar.pl/notowania/PTWP
PUR,PURE,https://www.biznesradar.pl/notowania/PUR
PWX,POLWAX,https://www.biznesradar.pl/notowania/POLWAX
PXM,POLIMEXMS,https://www.biznesradar.pl/notowania/POLIMEX
PZU,PZU,https://www.biznesradar.pl/notowania/PZU
QNA,QNATECHNO,https://www.biznesradar.pl/notowania/QNA
QNT,QUANTUM,https://www.biznesradar.pl/notowania/QUANTUM-SOFTWARE
QRS,QUERCUS,https://www.biznesradar.pl/notowania/QUERCUS
RAE,RAEN,https://www.biznesradar.pl/notowania/RAE
RAF,RAFAMET,https://www.biznesradar.pl/notowania/RAFAMET
RBW,RAINBOW,https://www.biznesradar.pl/notowania/RAINBOW-TOURS
RFK,RAFAKO,https://www.biznesradar.pl/notowania/RAFAKO
RLP,RELPOL,https://www.biznesradar.pl/notowania/RELPOL
RMK,REMAK,https://www.biznesradar.pl/notowania/REMAK
RNC,REINO,https://www.biznesradar.pl/notowania/RNC
RND,RENDER,https://www.biznesradar.pl/notowania/RND
RNK,RANKPROGR,https://www.biznesradar.pl/notowania/RANK-PROGRESS
RPC,ROPCZYCE,https://www.biznesradar.pl/notowania/ROPCZYCE
RVU,RYVU,https://www.biznesradar.pl/notowania/RVU
RWL,RAWLPLUG,https://www.biznesradar.pl/notowania/RAWLPLUG
SAN,SANTANDER,https://www.biznesradar.pl/notowania/SANTANDER
SCP,SCPFL,https://www.biznesradar.pl/notowania/SCP
SEK,SEKO,https://www.biznesradar.pl/notowania/SEKO
SEL,SELENAFM,https://www.biznesradar.pl/notowania/SELENA-FM
SFS,SFINKS,https://www.biznesradar.pl/notowania/SFINKS
SGN,SYGNITY,https://www.biznesradar.pl/notowania/SYGNITY
SHD,SOHODEV,https://www.biznesradar.pl/notowania/SOHO-DEVELOPMENT
SHO,SHOPER,https://www.biznesradar.pl/notowania/SHO
SIM,SIMFABRIC,https://www.biznesradar.pl/notowania/SIM
SKA,SNIEZKA,https://www.biznesradar.pl/notowania/SNIEZKA
SKH,SKARBIEC,https://www.biznesradar.pl/notowania/SKARBIEC-HOLDING
SKL,SKYLINE,https://www.biznesradar.pl/notowania/SKYLINE-INVESTMENT
SLV,SELVITA,https://www.biznesradar.pl/notowania/SLV
SNK,SANOK,https://www.biznesradar.pl/notowania/SNK
SNT,SYNEKTIK,https://www.biznesradar.pl/notowania/SYNEKTIK
SNW,SANWIL,https://www.biznesradar.pl/notowania/SANWIL-HOLDING
SNX,SUNEX,https://www.biznesradar.pl/notowania/SUNEX
SON,SONEL,https://www.biznesradar.pl/notowania/SONEL
SPH,SOPHARMA,https://www.biznesradar.pl/notowania/SOPHARMA
SPL,SANPL,https://www.biznesradar.pl/notowania/SPL
SPR,SPYROSOFT,https://www.biznesradar.pl/notowania/SPR
STF,STALPROFI,https://www.biznesradar.pl/notowania/STALPROFIL
STP,STALPROD,https://www.biznesradar.pl/notowania/STALPRODUKT
STX,STALEXP,https://www.biznesradar.pl/notowania/STALEXPORT-AUTOSTRADY
SVE,SNTVERSE,https://www.biznesradar.pl/notowania/SVE
SVRS,SILVAIR-REGS,https://www.biznesradar.pl/notowania/SVRS
SWG,SECOGROUP,https://www.biznesradar.pl/notowania/SECO-WARWICK
TAR,TARCZYNSKI,https://www.biznesradar.pl/notowania/TARCZYNSKI
TBL,TBULL,https://www.biznesradar.pl/notowania/TBL
TEN,TSGAMES,https://www.biznesradar.pl/notowania/TEN
TLX,TALEX,https://www.biznesradar.pl/notowania/TALEX
TOA,TOYA,https://www.biznesradar.pl/notowania/TOYA
TOR,TORPOL,https://www.biznesradar.pl/notowania/TORPOL
TPE,TAURONPE,https://www.biznesradar.pl/notowania/TAURON
TRK,TRAKCJA,https://www.biznesradar.pl/notowania/TRAKCJA
TRN,TRANSPOL,https://www.biznesradar.pl/notowania/TRANS-POLONIA
TRR,TERMOREX,https://www.biznesradar.pl/notowania/TERMO-REX
TSG,TESGAS,https://www.biznesradar.pl/notowania/TESGAS
TXT,TEXT,https://www.biznesradar.pl/notowania/TXT
UCG,UNICREDIT,https://www.biznesradar.pl/notowania/UNICREDIT
ULG,ULTGAMES,https://www.biznesradar.pl/notowania/ULG
ULM,ULMA,https://www.biznesradar.pl/notowania/ULMA-CONSTRUCCION
UNF,UNFOLD,https://www.biznesradar.pl/notowania/UNF
UNI,UNIBEP,https://www.biznesradar.pl/notowania/UNIBEP
UNT,UNIMOT,https://www.biznesradar.pl/notowania/UNIMOT-GAZ
URT,URTESTE,https://www.biznesradar.pl/notowania/URT
VGO,VIGOPHOTN,https://www.biznesradar.pl/notowania/VGO
VIN,VINDEXUS,https://www.biznesradar.pl/notowania/VINDEXUS
VOT,VOTUM,https://www.biznesradar.pl/notowania/VOTUM
VOX,VOXEL,https://www.biznesradar.pl/notowania/VOXEL
VRC,VERCOM,https://www.biznesradar.pl/notowania/VRC
VRG,VRG,https://www.biznesradar.pl/notowania/VRG
VVD,VIVID,https://www.biznesradar.pl/notowania/VIVID-GAMES
WAS,WASKO,https://www.biznesradar.pl/notowania/WASKO
WIK,WIKANA,https://www.biznesradar.pl/notowania/WIKANA
WIS,WINVEST,https://www.biznesradar.pl/notowania/WIS
WLT,WIELTON,https://www.biznesradar.pl/notowania/WIELTON
WPL,WIRTUALNA,https://www.biznesradar.pl/notowania/WIRTUALNA-POLSKA
WPR,WOODPCKR,https://www.biznesradar.pl/notowania/WPR
WTN,WITTCHEN,https://www.biznesradar.pl/notowania/WTN
WWL,WAWEL,https://www.biznesradar.pl/notowania/WAWEL
WXF,WARIMPEX,https://www.biznesradar.pl/notowania/WARIMPEX
XPL,XPLUS,https://www.biznesradar.pl/notowania/XPLUS
XTB,XTB,https://www.biznesradar.pl/notowania/XTB
XTP,XTPL,https://www.biznesradar.pl/notowania/XTP
YAN,NEPTIS,https://www.biznesradar.pl/notowania/NEPTIS
YRL,YARRL,https://www.biznesradar.pl/notowania/YARRL
ZAB,ZABKA,https://www.biznesradar.pl/notowania/ZAB
ZAP,PULAWY,https://www.biznesradar.pl/notowania/ZAKLADY-AZOTOWE-PULAWY
ZEP,ZEPAK,https://www.biznesradar.pl/notowania/ZEPAK
ZMT,ZAMET,https://www.biznesradar.pl/notowania/ZAMET-INDUSTRY
ZRE,ZREMB,https://www.biznesradar.pl/notowania/ZREMB-CHOJNICE
ZUE,ZUE,https://www.biznesradar.pl/notowania/ZUE
ZUK,STAPORKOW,https://www.biznesradar.pl/notowania/STAPORKOW
